key,atom,cluster0,cluster1,cluster2,cluster3
1D-029,4,0.9999995784341973,4.2156580313633695e-07,2.040983007394269e-27,2.034707216338316e-28
1D-029,5,0.9999861884202882,1.381157971137459e-05,4.8693623378922046e-32,1.2269262510521687e-30
1D-029,6,1.53572729030787e-16,1.0,5.557509665036144e-84,6.523095587101064e-53
1D-029,7,8.694503201939647e-33,4.791043252134238e-36,0.9999999975200988,2.4799011900888274e-09
1D-030,0,0.9999997932171018,2.0678289811670834e-07,1.2238779975049677e-25,2.0142874250480198e-27
1D-030,1,0.9999997909317223,2.0906827796410518e-07,1.180801224805974e-25,1.9763141729155845e-27
1D-030,2,0.9999997935565688,2.064434313323756e-07,1.2400959299663744e-25,2.029722811164157e-27
1D-030,3,0.9999997908159483,2.0918405142146118e-07,1.1697380844036978e-25,1.9652327486353754e-27
1D-030,4,5.676349781187886e-13,0.9999999999994325,1.6897233762420462e-77,1.8645361737225626e-50
1D-030,5,6.002855654947315e-13,0.9999999999994,1.9364280831167868e-77,1.973209058591362e-50
1D-030,6,5.891166108051219e-13,0.9999999999994111,1.8592512561087476e-77,1.9410145202295064e-50
1D-030,7,5.896873813358996e-13,0.9999999999994102,1.8401145057923202e-77,1.9304808966471416e-50
1D-031,0,0.9999993356094898,6.64390510324344e-07,1.2183963515833985e-30,2.4883243294999466e-30
1D-031,1,3.996149028801688e-33,1.5948476847814867e-36,0.9999999991051354,8.948649489621955e-10
1D-031,2,1.3815023136850167e-33,8.099691288553652e-37,0.9999999988697175,1.1302826593310034e-09
1D-031,3,0.9999993634954648,6.365045352781016e-07,1.2129906037856851e-30,2.4324833496938556e-30
1D-031,4,0.9999996425133268,3.574866730587944e-07,1.8295478852244496e-33,2.5962169456601444e-32
1D-031,5,6.961179283021472e-33,3.4577925570168056e-36,0.9999999981515151,1.848485235491774e-09
1D-031,6,7.581658646388251e-33,3.622375789769818e-36,0.999999998212699,1.7873008729979846e-09
1D-031,7,0.9999995274113627,4.725886370775276e-07,5.146092780119701e-34,1.3372388736260683e-32
1D-032,0,0.9999997632221125,2.367778876921485e-07,5.432700965482072e-31,8.751976350681064e-31
1D-032,1,0.9999999576203784,4.237962126366211e-08,7.621816384110939e-26,8.663260340816465e-28
1D-032,2,1.1413091100783793e-32,1.1761245841865227e-35,0.999999992100828,7.899172181157425e-09
1D-032,3,0.9999999576933982,4.23066021347825e-08,7.576442043728505e-26,8.623152649724833e-28
1D-032,4,0.9999997645504763,2.35449523459512e-07,5.557228586004447e-31,8.854817851162403e-31
1D-032,5,0.99999982351861,1.7648139001481248e-07,2.936970896160042e-28,4.397168856364671e-29
1D-032,6,1.1280090238005619e-32,1.1653229495234682e-35,0.9999999921027483,7.897251816029462e-09
1D-032,7,0.9999998240146807,1.7598531885509457e-07,2.9740013106328343e-28,4.4270232953916694e-29
1D-033,0,0.9799180528310671,0.020081947168932694,3.952634978649612e-43,1.8662874214515806e-35
1D-033,1,0.9817556515785816,0.01824434842141837,4.940159379704598e-43,2.0068946005529727e-35
1D-033,2,5.982746397230369e-37,2.5190376124021277e-38,0.9999999257235529,7.427644728894398e-08
1D-033,3,6.481377937739835e-37,2.646554383813951e-38,0.9999999270775488,7.292245084548593e-08
1D-033,4,0.9834698813338345,0.01653011866616533,6.213819416280244e-43,2.163011986950604e-35
1D-033,5,0.9818080394409732,0.018191960559026797,4.973252128873064e-43,2.0112658729363616e-35
1D-033,6,5.979754152502276e-37,2.517838879703254e-38,0.9999999257345583,7.426544144219066e-08
1D-033,7,6.478138480829642e-37,2.645295585426579e-38,0.99999992708835,7.291165039089595e-08
1D-034,0,7.947032312412483e-39,1.5694935291723867e-39,0.999999834597359,1.6540264100591447e-07
1D-034,1,0.9833040832924079,0.016695916707591987,5.8295159497065604e-43,2.097338188298421e-35
1D-034,2,7.88137555696862e-39,1.5616604649631415e-39,0.9999998342624901,1.657375100994441e-07
1D-034,3,0.9833492095338601,0.016650790466139848,5.8663211853090456e-43,2.101658326892391e-35
1D-034,4,7.947032312412258e-39,1.5694935291723423e-39,0.999999834597359,1.654026410059174e-07
1D-034,5,0.9854599128826481,0.014540087117351969,8.041252059919045e-43,2.3304109185816032e-35
1D-034,6,7.881375556968845e-39,1.5616604649631637e-39,0.9999998342624901,1.6573751009944026e-07
1D-034,7,0.9854205937995429,0.014579406200457072,7.990858529976983e-43,2.3256061007789872e-35
1D-035,0,7.057606051984479e-39,1.4612243663965708e-39,0.9999998297147269,1.7028527334097711e-07
1D-035,1,7.780458146389317e-39,1.5496963639417265e-39,0.9999998337191794,1.6628082086272928e-07
1D-035,2,0.9859773932841895,0.014022606715810388,8.752751069437473e-43,2.396467993208456e-35
1D-035,3,0.9785260687737468,0.0214739312262531,3.2490478404391602e-43,1.7338224969455735e-35
1D-035,4,7.057606051984479e-39,1.4612243663965708e-39,0.9999998297147269,1.7028527334097711e-07
1D-035,5,7.780458146389317e-39,1.5496963639417265e-39,0.9999998337191794,1.6628082086272928e-07
1D-035,6,0.9839137921336373,0.016086207866362653,6.358731692794941e-43,2.1580073145756807e-35
1D-035,7,0.9894782676584111,0.01052173234158884,1.7105804910034802e-42,2.9900544694481313e-35
1D-036,0,7.139196925528859e-39,1.4713758639626576e-39,0.9999998301932995,1.698067005023622e-07
